68.7372 292.0904 0
79.0676 315.2164 0
102.1125 314.2109 0
122.7733 278.0138 0
128.3359 244.8331 0
138.6663 200.5922 0
164.0951 181.4882 0
207.8008 174.4499 0
224.4885 185.5101 0
249.1226 206.6251 0
288.0604 235.7839 0
305.5427 231.7620 0
314.2839 196.5703 0
299.1855 163.3897 0
305.5427 136.2418 0
313.4892 120.1542 0
295.2123 93.0064 0
266.6049 57.8148 0
226.8724 27.6506 0
158.5326 24.6341 0
106.8804 27.6506 0
72.7104 86.9736 0
63.1746 134.2309 0
63.1746 179.4773 0
65.5586 238.8003 0
48.8709 255.8933 0
20.2636 259.9152 0
49.6656 285.0521 0
