137.4744 584.1808 0
158.1352 630.4328 0
204.225 628.4218 0
245.5466 556.0276 0
256.6718 489.6662 0
277.3326 401.1844 0
328.1902 362.9764 0
415.6016 348.8998 0
448.977 371.0202 0
498.2452 413.2502 0
576.1208 471.5678 0
611.0854 463.524 0
628.5678 393.1406 0
598.371 326.7794 0
611.0854 272.4836 0
626.9784 240.3084 0
590.4246 186.0128 0
533.2098 115.6296 0
453.7448 55.3012 0
317.0652 49.2682 0
213.7608 55.3012 0
145.4208 173.9472 0
126.3492 268.4618 0
126.3492 358.9546 0
131.1172 477.6006 0
97.7418 511.7866 0
40.5272 519.8304 0
99.3312 570.1042 0
