-151.35938590865578 -102.24641586071836 -185.83184138226849
-151.35938590865578 -102.24641586071836 -185.83184138226849
-122.6318718486325 -96.727012932949563 -195.4640570091365
-105.20462813571076 -88.598304350505231 -200.13468874705148
-78.249667692477672 -76.612891352378696 -213.97564597756104
-52.929761076089349 -64.524792801607688 -227.48841500870211
-27.795141801169802 -46.461517481151702 -236.83724289107937
6.7945513596285885 -33.456436965979023 -251.6789196990367
28.37528376950576 -28.292661429359288 -220.94454075570476
4.1894857007346396 -28.553073426552704 -199.13026652117478
-13.670774944590566 -30.498521084215206 -190.83413184462592
-32.795190474878339 -33.558419715672997 -186.77294008983472
-64.593655378354086 -41.852454689454838 -183.80869640365117
-52.790208871405824 -60.560599384027199 -157.5428848863358
-54.462020046049744 -51.806005762009633 -125.57180118105732
-56.545839700308889 -32.716180478854156 -98.287855170003766
-42.537837579656241 -20.209916725739827 -71.144881401814771
-33.629770455801093 -16.678967959094553 -54.501901877404613
-18.509246056256767 -13.579973359140613 -26.090679472792925
